responses,quality
okay so um that's great because it pretty much covers all the stuff that I think I needed to go over with you um let's see I guess we didn't talk about what would happen if your parents found out you were drinking they would be pretty upset ,0
oh okay so yeah just another reason why you probably need to just quit then ,0
yeah okay so like I said I'm gonna write down here that you've decided to quit and you know I'm gonna be meeting with you again probably next semester sometime so we can kind of check in and make sure that you know that's still going well and you're still not drinking and not hanging out with any people who are drinking is there anything else you'd like to talk about while you're here no I think I'm good okay um any questions or no?,0
okay you're sure okay all right um well that's probably it then you can head back to class and and thanks for coming in   ,0
um apparently you got something on friday ,0
freaking out about what?,0
I'm sure you knew from the beginning you the options word you could go to jail we could be found not guilty but you elected to plead guilty so you knew the auction was it was very likely that you were going to go to jail ,0
you'll get an opportunity to walk in the court ,0
didn't know we explained that early on  ,0
"Discuss a little bit of your medical history in your taking your vitals. I'd like to ask you a few more questions. The rise in your blood pressure is concerning me, so I would like to gather a bit more information about your life style. ",0
Have you had any major stressful events recently or any change in your work situation?,0
I would also like to ask about some health habits that can contribute to high blood pressure. Do you smoke at all?,0
Do you drink alcohol and including beer or wine,0
I'm concerned about the amount that you're drinking currently it sounds like you're having about  to  drinks per week. It’s definitely more than what we would recommend and could certainly be contributing to your high blood pressure. ,0
Well according to your chart your blood pressure has gone up since July and you said that you've been drinking more recently so do you see the connection there. ,0
alcohol can have some dangerous effects on your body so long with contributing to high blood pressure can have a big impact on your liver would you need to keep in mind so your liver has several different roles in your body for acid helps process excess fatty acids before they get distributed to the rest of your body and also helps process Alcohol and Other Drugs so when you have an excess of alcohol your liver can't work as efficiently and the fatty acids build up an overtime your liver won't be able to work as well. ,0
"How about the use of other drugs like cocaine, hyrewen, marijuana? ",0
Have you ever used any prescription medications they weren't prescribed for you or in a way that wasn't prescribed?  ,0
"Ok, it sounds to me that the increase in your drinking could certainly be contributing to your high blood pressure. I think decreasing the number of drinks that you have when you go out and maybe decreasing the number of times that you go to the bar each week could be the best thing that you can do for your health. ",0
And then we'll set up an appointment for about a month from now will recheck your blood pressure and see how you're doing with all this.   ,0
we had a serious car crash you're lucky you didn't kill yourself or somebody else what do you intend to do about their drinking problem  C;	what what drinking problem look I had a couple of beers my friends assault ,0
your alcohol level was  clearly you had more than a few beers now how much do you really drink each day,0
look I'm an ER doc and I I think I know when somebody's an alcoholic and I think you have a serious drinking problem you better straighten it out now you can get out of here as soon as I stitch you up but in the future do not drink and drive have some sense I mean next time you might not be so lucky  ,0
Hi thanks criminy to see me today and I got a letter from the hospital saying that you had been very well and you've been in hospital so I thought I'd bring you in and have a chat about what's been happening tell me what happened ,0
what's up symptoms are you having ,0
how long qas that therefore and did they tell you what the source of the problem was ,0
yeah yeah they wrote to me in this episode of Dual Pharisees which is blood vessels in food part because of alcohol did they give you a new advice when you left hospital or any support ,0
you take them your nose up ,0
are you still drinking that moment,0
much are you drinking at the moment ,0
you seem a bit more agitated than I've seen you before do you feel worse than yourself ,0
did you feel lower than you have done with all ,0
do you feel suicidal oh I've not heard you talk ice before,0
did you injure yourself,0
I mean I'm worried about I'm not seeing you this low before ,0
when you see someone for me ,0
I just I'm just sorry I'm just having I'm just waiting  ,0
Heather hey I'm here to get my insulin refill ,0
okay my name's Laura I'm the pharmacist here let me just look you up in the computer ,0
your name?,0
and your date of birth?,0
okay a few right here it looks like you haven't had your insulin refilled in a couple of months have you been using it?,0
it it's really important that you use your insulin exactly as prescribed it's really dangerous to let your blood Sugar's run high. what have they been when you test them? ,0
is pretty high do you know what the risks are associated with letting your blood Sugar's run high like that? ,0
so they can be very serious that can even lead to things like blindness you can get a really bad infection in your foot and maybe have to lose it I don't want that to happen to you and I'm sure you don't either no it's really important that you take your infant exactly as prescribed I know it hurts but just do it for me do it for yourself  ,0
so Tommy I wanted to talk to you because I was on Facebook the other day and saw some pictures that are kind of concerning to me of you and some of your friends at a party and you know you're such a good kid like I don't know what you're doing drinking it's gonna ruin your life,0
Tommy there's so many consequences with drinking you know you're not even 21 yet you could get arrested you could you know have a drunk driving accident you could you know mess up your schoolwork you have such a bright future ahead of you it just really really concerns me,0
there's really no such thing as not drinking too much I mean anything that's drinking when you're underage is drinking too much you know like think about it think about all the things that can happen to you,0
yeah I understand exactly what you're saying and,0
like every weekend,0
Tommy I'm just so concerned you know can't you think of anything better to do,0
are your friends the problem like maybe you should just start hanging out with more kids in the youth group and not hang out with those kids that you're partying with,0
well there's a lot of things that seem fun in the moment that we know aren't a good choice right that's some of the things we talk about all the time is making good choices for our life and really doing what's best for you and I just you know I really think you should think about making a big change here,0
I think you really need to quit,0
I think you're wrong you know it really worries me anyway I wish you would quit if all you're gonna do is cut down that's better than nothing you know I appreciate you talking to me about this but I'm gonna keep talking to you about it it's really important,0
yeah you're right I don't want I don't want to be too far gone before it's too late like I I can imagine something possibly happening where it's to a degree where I can't escape and I I guess I've never really had any any real experience where alcohol has really affected me that much or affected anybody close to me that much so I guess it's something that I feel like I'm in control of but in reality I might not have as much control as I think,0
yeah I think that that would be a good step forward into an a life of possibly being sober and just experiencing the true the true aspects of life rather than the the haziness of alcohol,0
all right Chris so I need to talk to you because as you know we have a zero-tolerance policy for drugs and alcohol at this school and as as athletic director it's my job to check in with our student athletes and make sure everyone's adhering to that rule and I've been hearing some chatter from some other kids about party this weekend and from what I hear where you were there and you know I can't confirm or deny anything so I'm not at the point where I can give you consequences but I do want to talk to you about whether or not you're drinking and how you know you really can't be doing this as a member of one of our teams,0
yeah I get it like we've all been there okay you know I was in high school once - you know I drank - I get it there's not a ton to do in this town and kids drink but you know promise we have these rules and you're on a team you have to stick by the rules,0
yeah Chris come on you're getting peer pressure,0
yeah well you're one of the leaders,0
maybe Panther leading as a non-drinker then I could but that could also backfire on me I feel that I could be ridiculed for being I mean stake up my butt you know,0
I mean it's just one I'm just one person it's the,0
yeah so the issue again is I can't be hearing reports about you drinking I can't be hearing that you're at parties you can't be seeing pictures on Facebook you know there there are rules at this school and in my job I have to enforce them so you know like I said I get it you know I understand I know what it's like I get that you want to have fun you're teenagers I get that but you know you are a star player we want to keep you on the team you know we got to figure out a way to get through this,0
what do you mean,0
all right yeah I mean we got to have a deal here if you're gonna be on the team okay,0
all right you promise all right shake all right we'll see you later,0
why miss Clark my name is Alan Lyme doctor still hasn't told you about your drinking,0
he said that you filled out the form and that you came to him for some medication for your stress but they're really concerned about your alcohol consumption before I made you any made any prescriptions for you so let me see that form please,0
thanks yeah well it says here that you drink four more times a week and that you have for one or two drinks and that you go over that limit on a fairly regular basis that's too much that's too much I mean I imagine that he's already told you that he can't prescribe you anything unless you do something about his drinking,0
well I'm sure you're not because anybody that the drinks of these levels isn't going to throw talking about her drinking with a professional like myself what we know is that if you if you continue to drink at this rate you're probably going to wind up drinking more and more and imagine as he's concerned as you can order to me now,0
happy this is a glass I mean this is a typical glass which is five ounces of wine but but what I know is that most people doing a lot more of that so,0
I'm pretty sure that your glass is recent bigger than our wouldn't you say,0
I don't I've been in the house where they have these stem glasses that's only a restaurant most people have tumblers so imagine that's why I find about good your cupboards and well anyway so what he said was that you came to him for some kind of benzodiazepine something for anxiety and we can't prescribe anything like that much if you're drinking of these levels so we need you to stop or at least cut back to reasonable levels which for you would be number three drinks in one setting which you're drinking over that now or no more than seven drinks among which you are well over right now so if you can agree to that and then perhaps you can make that prescription for I can't promise that either but but that's certainly one thing the other thing you need to do is to read this take this pamphlet and read it and you'll see in there that it tells you about limits of alcohol I think you'll find that if you if you can stick to there you should be okay you may be able to prescribe the medication Empire not shortcut promise but if you do have problems and I'm suspect you may have problems coming back to those levels then we can make a referral for you to counselor to come and talk about your increased drinking so any questions for me and,0
all right well thanks and I'll talk dr. Zeile you came in and you were reasonably compliant and that you said you'd follow through,0
all right thanks,0
I can see it's after my dad you today,0
all right then okay well let's let's just have a look shall we see what's going on you just fine open your mouth for me so ah,0
okay right see if your honesty I'm looking there it just looks like one of those viruses that going around at the moment that are causing these sore throats so I think that we should just go for a bit of paracetamol and some fluids and snail it nature sort it out,0
well I mean I'm sorry we're a bit late but you know that's general practice isn't it you know sometimes these things happen but there's also the fact that you do just have a virus and they are very common and the nice thing is that it will get better with paracetamol and fluids and the process will help with giving it to the kids I'm afraid there's nothing we can do about that it's unlikely they'll get it but I'm going to it,0
all right well well not really you need to self-certifying you for seven days off six it's going to take some time off just take some paracetamol lots of fluids get a self-certified note and it in to your employer and put sauce right there,0
oh well obviously that's a non NHS thing so we have to charge you for that going rate that is 12 pounds,0
how does the paracetamol do you understand how difficult this is going to be for me I mean I could lose my job or something okay,0
okay,0
And now she's coughing. Um.,0
Sounds like post-nasal drip. I think it's probably just a virus.,0
"Um, and I don't think she needs antibiotics, it's not going to do anything.",0
"But uh, and she'll probably be better by the weekend.",0
"Um, before we finish up today I think we really need to talk about Ganesa weight.",0
"Um, according to the chart she is has a BMI of  which is at the  percentile, which is considerably overweight and we need to think about getting her weight down. Um, does she eat healthy does she, is she pretty active?",0
"Well, I think we need to check her cholesterol and her triglycerides. Cus, um, at this BMI, they, um, there might be some problems already, some serious problems, and if we look at these labs now, you know maybe you'll start to see that this is a serious problem.",0
"Well, I guess the blood work can wait, but we're going to have to get it done within the next year. Let's talk about her exercise, does she get enough aerobic exercise?",0
"Okay, okay, well what about her diet. Does she eat a lot of junk food or drink soda?",0
"Okay, well, um, you're going to have to cut the fast food down to no more than once a week. And lemonade, it's as bad as soda, it's full of sugar, so you're going to have to get her to drink more water.",0
"Oh, Okay, well, do what you can. And tell me about her T.V. Does she watch a lot of T.V.?",0
"Okay, well, the American Academy Pediatrics recommends no more than two hours a day, so I think we're going to have to get that down to below two hours.",0
"Okay,",0
"well, listen um, we're going to need to finish up here. I'd really like to see Ganesa lose three to five pounds before we see her again. So, let me just kinda go over what we talked about. More water, less junk food, less fast food and uh, cut down on the TV. Does that sound okay?",0
"Okay, Thanks for coming in.",0
How are you?,0
"Well, I don't know last time I called you and then the phone is not ringing and I'm not sure.  I'm glad you called.",0
And set up an appointment with me.,0
Wow.,0
Really?,0
"Well, before we begin I just want to remind you that all calls at Aetna is subject to be monitored and recorded for the quality assurance, okay.",0
"And then also about genetic information non discrimination act just a reminder too that because of legislation prohibits gathering genetic information so when you answer my question you don't have to include any family medical history or any information related to genetics, okay?",0
So how you been since I spoke to you last time?,0
"Okay, when was that?",0
"Okay, what the doctor say?",0
"Usually, yeah, if you don't hear from the doctor that means good news isn't it?",0
Because if something's wrong most definitely they will call you.,0
So you do all the cholesterol check and everything?,0
I mean the doctor draws your blood work.,0
"Well, I just want to ask you a question this time.  I want to ask you about the tobacco that you've been using, so what kind of tobacco product you use?",0
"Okay, like a chewing tobacco?",0
So you used the last four weeks?,0
You have been using the last four weeks?,0
"Sixty years, have you been to the dentist to have them check your mouth?",0
Do you see a dentist?,0
So you have not seen a dentist for how many years?,0
"You're kidding me, really,  to  years ago, oh my gosh.  You're probably the only person I know that don't see the dentist.",0
"Well, usually dentists will check your mouth.  Sometimes if you chew tobacco you have a chance that there might have some growth or something abnormal in your mouth and you don't know, you see.",0
So you kind of take care of your mouth?,0
But you only use the leaf tobacco; you're not smoking or anything.,0
"But, how often do you chew tobacco a day?",0
All day long?,0
So how much does that cost you?,0
"So basically, you're not planning on cutting down; you are just going to do the same thing?",0
Okay.,0
Have you ever used any type of medication or any nicotine to try to stop chewing tobacco?,0
"No, okay.",0
And your doctor knows about it that you chew tobacco?,0
And you have not been checked with ultrasound or anything like that?  Have you ever had an abdominal aortic aneurysm test?  Probably not.,0
"If you not see a dentist, I bet you.",0
Did your wife use any tobacco products?,0
"She use to smoke, okay.",0
"Well, you know, a lot of time just like, what's his name Georg Burns, I think he smoke or something all his life right, and, but even though she smoked you didn't want to smoke you just only want to chew?",0
"Oh, you did.",0
"For  years, okay.",0
years.,0
"Well, your wife make you, how did she make you?",0
"Well, it is my job that I have to inform you about the risk of smoking or not smoking but chew tobacco the risk is to get a sore or ulcer in your mouth you may not know because sometimes it might start in some area that you cannot feel, okay.  So, but when in doubt you do see the doctor you can always go to that doctor that check your lab and have them see just to be sure whenever something happen, okay.",0
"Yeah, and just to make sure that because you know why if early early detection is much better then when you do them late.",0
"Because when I use to work at cancer hospital and I know that have a cancer in the mouth it just not a pleasant thing.  It affects a lot of eating and things like that, you know, and if probably you have cancer in the lungs, right, you can eat, but cancer in the mouth, it's just very difficult.",0
"I just want to let you know that at least check your mouth, if you don't want doctor check you can check it and then you can examine yourself, you know, do your, do your gargle and things like that to kind of keep, you know, keep, because I'm a nurse and I've seen it and I just think like oh, my gosh, you know, if you have something wrong in the mouth, it's probably the most devastating because we have to eat food and when you cannot food it makes it so difficult.",0
You have a problem with weight gain?,0
"Yeah, and you play golf.",0
"Well, and another thing, you know, you can think about because right now you use them all the time, you know, sometime even though you quit just a little bit or something like that it could help too.  So think about that okay and then I sure appreciate you calling I always enjoy talking to you.  You always have something to tell me like, you know, how, a lot of times people don't think about taking something to kind of help with your acid and stuff like that, you have a lot of knowledge in some way, the old fashion way.",0
"From your family, did your family smoke?",0
They work hard.,0
"Yeah, in a lot of old days that's how people do it.",0
"You know, you not depend on with a lot of medication like what we do now.",0
"A lot of old remedies back then, you know, that people do and people use.",0
Your garlic and all that stuff.,0
And you take niacin.,0
"Yeah, and I think, you know, just have to kind of make some sense about this okay and then I will call you next time.  I'd like to ask you a question about your diabetes.",0
"Okay.  I have spoke to many people that they don't check too, it doesn't surprise me now when you say that.  But anyway, let me go ahead; look to see what day I can call you okay?",0
"Let me take a look to see what we have.  Well, the number I dial now what is this number?",0
"Okay, the cell let me look to see if I have ... .  Let me take a look at my record.",0
Yes.,0
"Okay, the number I have is.",0
"Okay, all right, I will do that.  Call the house that way I won't miss you.",0
That's true and that's true.  Let me make an appointment to call you back on July .,0
It's Friday.,0
How late?,0
Like today?,0
"Well on the th I can't call you at, how about, let me take a look some other day.",0
"How about on the th, Monday?",0
On the th yes.,0
I can call you anytime you want me to.,0
So th would be good on Monday?,0
How about like  your time?,0
okay?,0
Yes.,0
"Well, I will send a reminder call two days before our appointment, okay.  But since being on the weekend, th, let me see, you'll probably get the reminder call probably maybe on the th.",0
"Okay, on the th and then you do have my number.",0
"And I sure appreciate your time calling me so that way I get to talk to you and then, you know, I always enjoy talking to you.",0
You did great.  I mean you did great.  It's not hard.,0
"Well, you do talk to me all the time, what you talking about.  I've been talking to you for so many months now.  Just like you read it, if you just read like, you know, kind of break it down into the three syllables.",0
"Well, don't call me by a different name, I might not answer you.  I might not know my name, you know.  That's not my name.",0
What is your wife's name?  That's a beautiful name.,0
See I can call her she can call my name.,0
So how many children do you have?,0
"Wow, seven.",0
"Well, they add up quick, you know.",0
"And then, and then, you've got a hard time keep track of them.  What's their name and all that.",0
Grandchildren.,0
Oh wow.  You're doing good.  You remember.,0
"Well, you know, you're doing good but don't forget what we talked about today, okay, about your chew tobacco and your mouth and the next month I'm going to talk about your blood sugar, okay.",0
All right.  Thank you very much and say hello to your wife for me.,0
And I'll talk to you next month and I'll send you the reminder call okay?,0
"Thank you so much for calling me back, I sure appreciate it and you have a wonderful ... .",0
And you have a wonderful month.,0
"I sure will, thank you, bye-bye, goodnight.",0
"Good afternoon, this is April from the pharmacy, could I speak to Faith please?",0
I see you haven't picked up your prescription this month. Are you having some problems with it?,0
Yeah.,0
Who' your doctor?,0
Have you had any symptoms lately?,0
Do you have any problems taking the drug?,0
Are you having problems paying for it because we can help you with that.,0
I'm not sure I understand what the problem is.,0
"As it says in the patient education kit you received, it reduces the risk of a second attack by over forty percent. The clinical data is very strong.",0
"Well, Avonex provides a thirty seven percent reduction in risk of progression to sustain disability in two years and a forty-four reduction in risk of developing a second relapse in up-to three years.",0
Are you interested in reordering your prescription?,0
It's important that you stay on it. There aren't really many options for MS.,0
My expert opinion is that you stay on the medication until it does. Until newer drugs are developed this is the bet e have.,0
"Well, only if you think about it that way.",0
Unless there's anything else I can do to help.,0
"Okay, bye bye. ",0
just fine so um we'll keep an eye on the stomach problems that you described today and as soon as your lab tests come back will our office will be in touch with you ,0
I did notice that you filled out our alcohol questionnaire so we'll need to go over that before you leave let me just verify some information real quick what is it that you typically drink?,0
so a standard  ounces as standard can or bottle that's what you're drinking how many days a week are you drinking?,0
about three days a week and how many beers on the days that you drink? C	usually four or five maybe a six pack T	okay so up to six drinks on the days that you're drinking about three days a week ,0
so based on that information that you've told me and then looking over your questionnaire here have to tell you for a man your age you're in a high-risk category really for Falls accidents other health problems that sort of thing developing in relation to your drinking what do you think about that?,0
well in my professional opinion you're really not too far behind your friends if you say that they're having some problems you've come in today complaining about the stomach problems and unless you're willing to quit or at least cut back those problems are bound to just get worse so what are your thoughts about that?,0
mr. Wilson I could just give you a prescription and send you on your way but again unless you're willing to change your alcohol drinking so quitting would be optimum but at least cutting back the chances or you'll end up back here and we'll just be having the same conversation again ,0
hello Neil hi hi ding ,0
still there ,0
you've not be able to deal with it or make any significant change ,0
mm-hmm,0
now you you've been making efforts in to try and forcing yourself to do the work you set out the things needed to be done the computer the software and the box but then like you wait for something to happen ,0
you'll be fairly University,0
so you kind of want to be here because it's not going home where you don't want to return to and staying here has consequences in that you're required to work required to do specific tasks specific job specific projects I get that something gets in the way of you working ,0
so it's not just not being able to do the work there's also something of not going in two lectures to university maybe not getting any more work ,0
there's a consequence of getting not getting the work done okay where I'm afraid that we're out of time for now so we need to stop  ,0
well I'm here for my cleaning what I'm also having a lot of trouble flossing because of my braces I can't get the laws under my wire and I've just found that it's just been way too hard so I just stopped doing it ,0
okay well let me ask you a question and you can just explain it to the best of your ability but what do you think clogging is? how do you think it affects your teeth? ,0
okay yes not only is the redness and the inflammation a problem but if you continue to let it get worse and worse you can actually deteriorate your bone routine now that you know more about black do you think stop flossing?,0
there's a lot of things in life that are hard but we all have to do them so I can give you some flossing it's that i recommend everything so basically just going to your lot more Walgreens or any and ask the person in the store to point you towards the right direction and basically you're looking for a class in hey and what you're going to do is we're going to take the floss and you're going to straight end and go in between your and then Glaus each individual tooth like that ,0
well you need to do it and you need at least try to do it because you don't your teeth when you could have just prevented it by doing it for a few much today ,0
so I really want to see some improvement at our next appointment with the flossing technique that I have recommended for you and we'll see how you do next time ,0
"Mm, except there's nothing funny about mental illness.",0
So depression huh? The big D.,0
"You know, I find it so surprising that people can be depressed nowadays when there's new Star Wars movies coming out, like this guy.",0
Well that's your opinion.,0
Please describe your symptoms.,0
"Okay, uh, on a scale of  to , how dark?",0
"being the lowest,  being the highest.",0
"Wow, nice.",0
How do those thoughts make you feel?,0
"Alright, this sounds like you're quoting the Smiths. Are you quoting the Smiths?",0
Are you quoting the Smiths?,0
Okay. Please continue describing your symptoms.,0
"Alright there Marcy, I'm your therapist, not your Tumblr.",0
"It's the oldest trick in the book. A super handsome guy walks into a therapist's office, tricks her with his rustic charms.",0
"Yeah, yeah I am. And my suspicions were confirmed the moment you started quoting the Smiths.",0
"Well, oh my gosh, now I know you're lying. Who doesn't listen to the Smiths? Are you sure you like Star Wars?",0
Did you come here for a prescription for anti-depressants?,0
"Well people like you disgust me. You know, handsome guys lurking around clubs, selling pills to drunken -somethings who don't know any better.",0
People looking for happy times. Haven't you heard the grin and tonic?,0
"Yeah, it's exactly what it sounds like.",0
"Okay, um, so, um, off-topic, would you ever want to get together sometime? We can drink red wine, listen to the Smiths...",0
Okay. Okay. Mmm... [the Smiths plays] So handsome... mmm. ,0
it's a good morning my name is Jane ,0
okay so i'll be your additional therapist today and the doctor recently told you the UH pre-diabetes and I wanted to get your reaction to this news so that I can better help ,0
so you were pretty shocked and I'm sensing you might be quite scared too ,0
you feel like having diabetes will cause some unfortunate lifestyle changes what I'm hearing says you don't want your bad health to affect the way to affect your career ,0
so you feel like you're just not giving the attention your body really deserves ,0
can you tell me a little bit more about what you do? ,0
okay so you recognize the importance of exercise,0
so yeah I think that you should make exercise a part of your life um exercise is huge and managing your diabetes if you're overweight it can help you lose weight exercise can also help with your blood sugar and it can also reduce your stress levels ,0
I think yeah I think exercise is the right step for you to stop the progression of your diabetes um so how many days a week do you think you can exercise? ,0
can you make it a goal to exercise three to four times a week? I need you to do it more than just one day ,0
I really think that making exercise important part of your wife is crucial for you ,0
I'll tell you what you should do I'll give you the name of my trainer just come in mention my name and he'll take care of you um his name is George this is this hot italian guy um he really makes working out a walk in the park so you'll go see him ,0
this will be great for you I'm being physically active is an essential part in the treatment of diabetes it will lower your blood sugar um body fat your body fat will decrease and you'll really feel so much better ,0
well thanks for coming in today um I feel very confident about this exercise thing that will be successful next time you come in we'll look at the progress you made and it kind of increased the number of times that you're exercising a day ,0
okay bye thank you   ,0
the good news is he doesn't have pneumonia it's just an upper respiratory tract infection a cold so there's some things you can do to make to help him get better you can avoid excessive dust you can keep them hydrated avoid over-the-counter cold remedies keep them away from people who have flu or cold like symptoms and avoid smoke and the last one should be easy because you quit smoking during your pregnancy ,0
no wait a minute that has everything to do with what we're talking about I can't believe at the end of this appointment you're just slipping in the fact that you've resumed smoking again that's very very important information for me to know and I'd like to spend some time talking about it now  ,0
come on Haley you're here because you thought he had pneumonia you're telling me that Jake can't breathe your concern about is breathing and then you just slip in the fact that you're smoking cigarettes and you think there's no relationship? do I really need to review all the risks of smoking in front of your child or exposing him to secondhand smoke not to mention the risk that you're posing to yourself and your own health  ,0
so it sounds like if you have alcohol then smoking is very difficult to avoid and you know what you need to do you need to go home and as your your son's doctor I need to tell you you need to go home and throw cigarettes you need to quit  ,0
and let's talk some more about wine you keep throwing wine into the conversation it sounds like it's become a significant part of your daily routine how much are you drinking? ,0
well no one says motherhood was going to be easy Harry so let's talk about these drinks are we talking about the low risk drinking guidelines one to two standard drinks a night? are we talking about a muggle margaritas? ,0
what are you drinking? what's the quantity that you're drinking?  ,0
there's other ways to reiax there's yoga there's deep breathing you need to stop raising the roof and raise your kid this is not okay you're not just worrying about hailey anymore it's Hailey and Jake you're a mom now  ,0
I'm trying not to be hard on you hailey but I've got to tell you as a physician it's a very big deal your drinking and your tobacco use are red flakes for me and they need to stop immediately so we've already talked about your plan for smoking you're going home you're throwing out your cigarette you're putting on the patches what's the plan for the alcohol? ,0
sounds good and if you need to relax go for a walk join a moms group read a book how about you come back in a week when we have Jake six-month checkup and you can let me know how that quit plans going? ,0
Thanks  ,0
come in hello  ,0
yes yes yeah it's not that long since you were last here ,0
you're not happy ,0
I think you're overreacting I think I think that ,0
can I tell you what your options are here? ,0
first of all tell me what was the problem is taking the medicine? what was the problem no that you couldn't take the medicine as prescribed? C	well it's it I mean I'm busy I'm traveling or visiting I always said if T	this isn't reality C	 with me you need to make a pro I've already made my mind of it I'm not wanting to go down the tablet route it's the history ,0
okay a hysterectomy assaulting the last time you were here we discussed and having a coil that can be quite effective in helping with favourably ,0
well that's a non-medical alternative,0
um see from your records here that you're  yes I'm afraid that I'm not prepared to consider even putting your name forward of that,0
you might want and regrets I don't want to learn I want amid that life choice I'm quite happy it might be your decision if you want children but as a doctor I'm not prepared to make that decision and to verify that decision for you ,0
I have been listening to you for a period of six weeks and I I'm feeling ,0
sorry earlier I think fix I think I'm going to have to it's to ivett it sorry Susan riese if what you're asking ,0
I think that would be for the best because I can't help you any further I'll cube-like you come to that agreement thank you very much thank you  ,0
"Great, how are you doing today?",0
Doing great.,0
"Alright, your blood pressure is  over ",0
Yes.,0
"Well, not always. It looks like you got a letter about your AC and you haven't been taking very good care of your diabetes.",0
Your AC. It measures the amount of sugar that's been on your hemoglobin in the last three months do determine how well you've been controlling your blood sugar.,0
"Well let's see. today it was . and three months ago, it was .. So normal is less than , you're way out of control.",0
Well your health is something you have to make time for. Have you at least been taking your diabetic medications?,0
"Well it looks like that's not really adequate, so you need to be taking your medications. Diet and exercise sometimes just aren't enough. Your chart says that you've been prescribed Metformin which is a long lasting medicine that will keep your blood sugar under control all day. I think it will be more effective than just diet and exercise. Are you testing your blood sugar?",0
"Ok, how often?",0
"Well remember, your AC was high like I said earlier and that's a much better indicator than how you feel. So um, it showed that you were out of control. If you don't start making changes, you can permanently damage your eyesight, blood vessels, even have to have a front leg amputated",0
I don't think you realize how serious your disease is.,0
*Sigh* Just because you feel fine doesn't mean that you're healthy. Having diabetes affects you more than you realize and some people feel fine when they have a big ulcer on their foot.,0
"Well, those are some symptoms of high blood sugar but you can have the high blood sugar without those symptoms. That's the whole reason for doing an AC, to determine if your blood sugar is out of control, and your AC showed that your blood sugar has been out of control.",0
"Heart medications and diabetic medications are very different. You can't generalize the experience your grandfather had to this medication, they're completely different. Will you at least try taking your medications?",0
"Alright, well we'll see you in a few months then. ",0
Hi miss Clark my name is Alan Lyme. Doctor still ask me to talk about your drinking ,0
he said that you filled out the form and that you came to him for some medication for your stress but they're really concerned about your alcohol consumption. Before I made you any made any prescriptions for you so let me see that form please..okay thanks..yeah well it says here that you drink four more times a week and that you have for one or two drinks and that you go over that limit on a fairly regular basis that's too much that's too much I mean I imagine that he's already told you that he can't prescribe you anything unless you do something about his drinking ,0
I'm sure you're not because anybody that the drinks of these levels isn't going to throw talking about her drinking with a professional like myself what we know is that if you if you continue to drink at this rate you're probably going to wind up drinking more and more and imagine as he's concerned as you can order to me now..,0
this is a glass I mean this is a typical glass which is five ounces of wine but but what I know is that most people doing a lot more of that so what I'm pretty sure that your glass is recent bigger than that. What would you say?,0
I don't I've been in the house where they have these stem glasses that's only a restaurant most people have tumblers so imagine that's why I find about good your cupboards and well anyway so what he said was that you came to him for some kind of benzodiazepine something for anxiety and we can't prescribe anything like that much if you're drinking of these levels so we need you to stop or at least cut back to reasonable levels which for you would be number three drinks in one setting which you're drinking over that now or no more than seven drinks among which you are well over right now so if you can agree to that and then perhaps you can make that prescription for I can't promise that either but but that's certainly one thing the other thing you need to do is to read this take this pamphlet and read it and you'll see in there that it tells you about limits of alcohol I think you'll find that if you if you can stick to there you should be okay you may be able to prescribe the medication at that point. I can't promise but if you do have problems and I'm suspect you may have problems coming back to those levels then we can make a referral for you to counselor to come and talk about your increased drinking. So any questions for me? ,0
well thanks and I'll talk dr. Zeile you came in and you were reasonably compliant and that you said you'd follow through ,0
all right thanks  ,0
okay it's a good morning my name is Jane,0
okay so I'll be regional therapist today and the doctor recently told you the UH pre-diabetes and I wanted to get your reaction to this news so that I can better help you,0
yeah so you were pretty shocked and I'm sensing it might be quite scared too,0
you feel like having diabetes will cause some unfortunate lifestyle changes what I'm hear you say is you don't want your bad health to affect the way to affect your career,0
mm-hmm yeah and I obviously haven't been this way like when I took this job I guess that's when my health started spiraling downwards and I don't know I guess that's when I kind of noticed things were kind of off as far as my health goes so,0
so you recognize the importance of exercise yeah I do but when I get that free time I just want to veg out you know you don't really want to have to come back and go to the gym you know so that's part of it too,0
um well I guess I mean it could be a way for me to avoid getting diabetes and yes taking medication,0
um I mean right now I just want to say one because you know when I travel I'm not really sure if there's ever going to be anything available and um I don't know I'd like I don't even like exercise so it would be a big step a big change for me,0
um I mean that might just be a little too much for me honestly I mean maybe when I'm stuck in a hotel and they have a gym I'm just unsure as whether I can commit to doing that much because I mean I don't want to buy a gym membership here because I'm not at home enough to use it and I feel like it would just be a waste of money,0
yeah I mean I just I don't know it's it's just difficult for me you know like I said I don't enjoy its begin with so it would be a really big step,0
I mean maybe that I still don't know,0
yeah I mean like I said we'll see,0
I'll see you next time,0
bye thank you,0
so good morning my name is Jane yeah I'll be your nutritional therapist today so the doctor had told you recently that you have pre-diabetes and I wanted to get your reaction to this news just so that I can better help you,0
so see you were pretty shocked with this news and I'm sensing you might be quite scared too,0
yeah so you feel like travel at first the affects your health but you recognize the importance of exercise and diet,0
but your lack of exercise is a concern to you it sounds like yeah a little bit I mean it does bother me like when I was younger I was much thinner and I exercise all the time not do all these sports and everything so I mean it definitely does concern me a little bit you know that I've gotten so far from that you know,0
